CVR;P-nummer;mainPno;namePno;addressPno;zipcodePno;cityPno;protectedPno;phonePno;emailPno;startdatePno;enddatePno;employeesPno;addresscoPno;industrycodePno;industrydescPno;Lat;Lon
41281014;1025721248;True;Klaptoft A/S;Nørbæk 22;6950.0;Ringkøbing;False;;;03/04 - 2020;;10-19;;14610;Avl af smågrise;56,06372;8,34062
40657002;1024869551;True;Kærsminde ApS;Mejlbyvej 28;8370.0;Hadsten;False;;;08/07 - 2019;;5-9;Rasmus Juhl Rasmussen;14610;Avl af smågrise;56,30845;10,17609
34059306;1017569178;False;Hvidevej 46;Hvidevej 46A;7470.0;Karup J;False;25231374.0;ps@gronhojproduktion.dk;26/03 - 2012;;5-9;;14610;Avl af smågrise;56,40033;9,20405
34059306;1017569119;False;Mønstedvej 25;Mønstedvej 25;7470.0;Karup J;False;25231374.0;ps@gronhojproduktion.dk;26/03 - 2012;;0;;14610;Avl af smågrise;56,37427;9,20995
34059306;1017569194;False;Herningvej 58;Herningvej 58;8800.0;Viborg;False;25231374.0;ps@gronhojproduktion.dk;26/03 - 2012;;;;14610;Avl af smågrise;56,39064;9,26433
34059306;1017569151;False;Fallesgårdevej 30;Fallesgårdevej 30;7470.0;Karup J;False;25231374.0;ps@gronhojproudktion.dk;26/03 - 2012;;5-9;;14610;Avl af smågrise;56,36542;9,24861
34059306;1017569224;False;Alstrup;Havndalvej 28;9550.0;Mariager;False;25231374.0;ps@gronhojproduktion.dk;26/03 - 2012;;5-9;;14610;Avl af smågrise;56,64301;10,01669
34059306;1017291188;True;GRØNHØJ PRODUKTION ApS;Guldborgvej 12D;8800.0;Viborg;False;87264026.0;;29/11 - 2011;;0;;14610;Avl af smågrise;56,37138;9,28661
39712741;1023780980;True;ORIGO Agro ApS;Birketvedvejen 6;5290.0;Marslev;False;;;09/07 - 2018;;0;;14610;Avl af smågrise;55,39139;10,56871
39712741;1024638347;False;Origo Agro ApS;Glavendrupvej 10;5450.0;Otterup;True;51232509.0;lasse.hansen@birketvedgaard.dk;01/04 - 2019;;5-9;;14610;Avl af smågrise;55,50878;10,33293
39712741;1024638355;False;Origo Agro ApS;Fredskovvej 150;5270.0;Odense N;True;51232509.0;lasse.hansen@birketvedgaard.dk;01/04 - 2019;;2-4;;14610;Avl af smågrise;55,45658;10,29294
34696268;1017897256;True;MUNKEBOGÅRDEN ApS;Rokkergyden 2;5772.0;Kværndrup;False;62271213.0;hessellund@rokker.dk;31/08 - 2012;;5-9;Hessellund;14610;Avl af smågrise;55,1936;10,52524
36969911;1020589848;True;PL Agro, Vile ApS;Vilevej 2B;7870.0;Roslev;True;;;10/07 - 2015;;5-9;;14610;Avl af smågrise;56,72847;8,87506
34458464;1017541389;True;TORNHØJGAARD ApS;Tybjergvej 20;4160.0;Herlufmagle;False;;;12/03 - 2012;;5-9;;14610;Avl af smågrise;55,34808;11,80735
31625769;1014644861;True;OTTESTRUP LANDBRUGSANPARTSSELSKAB;Understedvej 153;9300.0;Sæby;False;98473020.0;;14/08 - 2008;;2-4;;14610;Avl af smågrise;57,34342;10,42106
38876686;1022771236;True;Livestock feed tests Denmark ApS;Pebersmarkvej 31;6372.0;Bylderup-Bov;False;;;23/08 - 2017;;1;;14610;Avl af smågrise;54,87521;9,08793
40765433;1025007766;True;Kodamgaard A/S;Rosbjergvej 15;9500.0;Hobro;False;21770453.0;hojsgaardfarm@gmail.com;03/09 - 2019;;5-9;Jesper Højsgaard;14610;Avl af smågrise;56,69259;9,70846
41324341;1025779181;True;FERKEL ApS;Dølbyvej 166;7800.0;Skive;False;;;24/04 - 2020;;5-9;;14610;Avl af smågrise;56,61582;8,9782
37780081;1021488670;True;Sønderløkkegård ApS;Skovby Bygade 15;6200.0;Aabenraa;False;;carljohs@gmail.com;06/06 - 2016;;5-9;;14610;Avl af smågrise;55,07154;9,47382
21223271;1004777256;True;TRØLLUNDGAARD 1998 APS;Trøllundvej 11;7250.0;Hejnsvig;True;;;01/01 - 1998;;5-9;;14610;Avl af smågrise;55,70553;9,03236
39680092;1024455226;False;Tisselhavegård;Kværndrup Vænge 17;5772.0;Kværndrup;True;51411605.0;adm@tisselhaveagro.dk;01/09 - 2018;;1;Tisselhaveagro ApS;14610;Avl af smågrise;55,16427;10,56584
39680092;1024455218;False;Klarningård;Klarningvej 4;5750.0;Ringe;True;51411605.0;adm@tisselhaveagro.dk;01/09 - 2018;;;Tisselhaveagro ApS;14610;Avl af smågrise;55,14383;10,44393
39680092;1024455153;False;Dyrebjerggård;Dyrebjergvej 7;5772.0;Kværndrup;True;51411605.0;adm@tisselhaveagro.dk;01/09 - 2018;;10-19;Tisselhaveagro ApS;14610;Avl af smågrise;55,17084;10,57244
39680092;1023745417;True;Tisselhave Agro ApS;Sønder Ulstrupvej 23;9500.0;Hobro;False;;;27/06 - 2018;;0;;14610;Avl af smågrise;56,58337;9,76867
38791435;1022656267;True;Prima Svin A/S;Attenagrevej 1;6950.0;Ringkøbing;True;;;13/07 - 2017;;5-9;;14610;Avl af smågrise;56,10885;8,42838
39686708;1023752405;True;Skelbæk A/S;Humlefægyde 32;6070.0;Christiansfeld;False;;;28/06 - 2018;;5-9;;14610;Avl af smågrise;55,36566;9,52757
38778595;1022631825;True;Brovst Agro ApS;Overvænget 9;8920.0;Randers NV;False;;;07/07 - 2017;;;;14610;Avl af smågrise;56,46245;9,96467
41472723;1025976610;False;Kærgaarden Agro A/S;Borupvej 14;9600.0;Aars;False;;;29/06 - 2020;;;;14610;Avl af smågrise;56,88511;9,50115
38268112;1022021261;True;Stenogaard P/S;Tårnvej 47;7100.0;Vejle;True;;;12/12 - 2016;;5-9;;14610;Avl af smågrise;55,67667;9,50485
40601724;1024803569;True;Stougaard Agro ApS;Ildvedvej 1;7160.0;Tørring;False;;;22/06 - 2019;;5-9;;14610;Avl af smågrise;55,84621;9,47492
75252013;1006806185;False;ØSTERBJERGEGÅRD OPFORMERING ApS; 57;9999.0;Ukendt;False;;;29/06 - 1983;31/12 - 1983;;;980000;Uoplyst;56,03481674194336;9,319071769714355
75252013;1002454387;True;ØSTERBJERGEGÅRD OPFORMERING;Vardevej 157;7280.0;Sønder Felding;False;;;01/01 - 1984;;10-19;;14610;Avl af smågrise;55,92817;8,78942
41152850;1025544354;True;Kibsdal Komplementar ApS;Mustedvej 61;9740.0;Jerslev J;True;;bo@kibsdal.dk;10/02 - 2020;;;;14610;Avl af smågrise;57,27811;10,16787
37654302;1021382775;True;A. Dyrberg Holding ApS;Ø. Sneptrupvej 10;7451.0;Sunds;True;;;02/05 - 2016;;1;Anders Dyrberg;14610;Avl af smågrise;56,24317;9,02741
38895176;1022792624;True;KS Agro ApS;Lundby Mosevej 9;9260.0;Gistrup;True;98333052.0;jos@agromail.dk;29/06 - 2017;;10-19;Kåre Skårhøj;14610;Avl af smågrise;56,96894;10,00482
26910447;1009580618;True;KARLSHØJ-DUCH CHRISTIANSEN ApS;Slågårdsvej 22;4660.0;Store Heddinge;False;;;02/12 - 2002;;0;;14610;Avl af smågrise;55,29828;12,29022
41164948;1025561259;True;Stokbro Grise ApS;Tvedenvej 30;9310.0;Vodskov;False;;;14/02 - 2020;;;;14610;Avl af smågrise;57,10582;10,12565
41473304;1025977374;False;RUGBALLEGAARD A/S Bjerringbro;Røngevej 29;8850.0;Bjerringbro;True;;;15/06 - 2020;;;;14610;Avl af smågrise;56,40588;9,72938
39673193;1023738216;True;Sølvbakkegård A/S;Tustrupvej 3;8585.0;Glesborg;True;;;26/06 - 2018;;10-19;;14610;Avl af smågrise;56,49354;10,71555
13778248;1000623220;True;BJERGMOSE A/S;Varnæsvej 537;6200.0;Aabenraa;False;;;01/07 - 1989;;1;Kjeld Jørgensen Staugaard;14610;Avl af smågrise;55,01664;9,50929
40337962;1024497441;True;Vængesbjerggaard Aps;Tybjergvej 20;4160.0;Herlufmagle;True;;phg@phglandbrug.dk;12/03 - 2019;;2-4;;14610;Avl af smågrise;55,34808;11,80735
26135591;1015463879;False;NØRDAL A/S;Risvej 100;8660.0;Skanderborg;False;75671911.0;;25/08 - 2009;31/01 - 2015;5-9;;14610;Avl af smågrise;55,98019;9,82977
26135591;1015463917;False;NØRDAL A/S;Nørre Snedevej 76;8762.0;Flemming;False;75671911.0;;25/08 - 2009;19/07 - 2015;1;;14610;Avl af smågrise;55,89436;9,69035
26135591;1001331753;False;NØRDAL A/S;Underupvej 8;8740.0;Brædstrup;False;75671911.0;;01/03 - 1994;19/07 - 2015;10-19;;14610;Avl af smågrise;55,93219;9,72239
26135591;1015463895;False;NØRDAL A/S;Nørre Snedevej 30;8700.0;Horsens;False;75671911.0;;25/08 - 2009;19/07 - 2015;1;;14610;Avl af smågrise;55,89514;9,74134
26135591;1008553013;False;NØRDAL A/S;Nørre-Snede Vej 30;8700.0;Horsens;False;;;30/06 - 2001;30/06 - 2001;;;12300;Dyrkning af citrusfrugter;55,89514;9,74134
26135591;1015463860;False;NØRDAL A/S;Gl Kattrupvej 23;8732.0;Hovedgård;False;75671911.0;;25/08 - 2009;01/11 - 2019;0;;14610;Avl af smågrise;55,95;9,90465
26135591;1026265742;False;Nørre Snedevej 30;Nørre Snedevej 30;8700.0;Horsens;True;75671911.0;;01/09 - 2020;;;;14610;Avl af smågrise;55,89514;9,74134
26135591;1025468399;False;Kollerupvej 19;Kollerupvej 19;8740.0;Brædstrup;True;28877711.0;;01/01 - 2020;;1;;14610;Avl af smågrise;55,92913207234198;9,744834680322478
26135591;1025468364;False;Engmarksvej 31;Engmarksvej 31;8700.0;Horsens;True;28877711.0;;01/11 - 2019;;;;14610;Avl af smågrise;55,93201;9,96198
26135591;1025468380;False;Kalmarvej 11;Kalmarvej 11;7140.0;Stouby;True;28877711.0;;01/11 - 2019;;;;14610;Avl af smågrise;55,71457;9,79446
34603820;1017766364;True;TJØRNTVED A/S;Skovsbovej 14;5900.0;Rudkøbing;False;;;21/06 - 2012;;20-49;;14610;Avl af smågrise;54,89514;10,77202
34603820;1018206397;False;Biskopstorp;Biskopstorpvej 3;5900.0;Rudkøbing;False;;;21/06 - 2012;;10-19;;14620;Produktion af slagtesvin;54,94495;10,78215
36054336;1019585146;True;DYNAGRO SOHOLD P/S;Kielsbjergvej 12;6200.0;Aabenraa;False;20330648.0;mlp@dynagro.dk;22/05 - 2014;;10-19;;14610;Avl af smågrise;54,97408;9,59945
17055682;1001213323;True;ELLEGAARD GÖTTINGEN MINIPIGS A/S;Sorø Landevej 302;4261.0;Dalmose;False;58185818.0;;01/01 - 1993;;20-49;;14610;Avl af smågrise;55,29269;11,36384
39673746;1023738631;True;Tuskærgaard A/S;Tuskærvej 30;8300.0;Odder;True;40198532.0;;23/06 - 2018;;10-19;;14610;Avl af smågrise;55,98427;10,21313
75646518;1002466153;False;J K K HAVERSHØJGAARD APS;Jyllandsgade 63;9610.0;Nørager;False;;;15/02 - 2000;15/02 - 2000;2-4;;12300;Dyrkning af citrusfrugter;56,78501;9,68957
75646518;1010030176;True;KORNUM ØSTERGÅRD ApS;Aalborgvej 55;9670.0;Løgstør;False;;;01/07 - 2003;;20-49;;14610;Avl af smågrise;56,9595148;9,324386
39668483;1023732196;True;Landbruget Holmager ApS;Holmager 2;6940.0;Lem St;True;;;23/06 - 2018;;20-49;;14610;Avl af smågrise;56,03468;8,33777
35658580;1019115638;True;HOLMEGÅRDENS SVINEPRODUKTION ApS;Katrinevej 17;4200.0;Slagelse;False;;;07/02 - 2014;;2-4;;14610;Avl af smågrise;55,3234;11,45514
39377195;1025461181;False;Bovbjerg Genetics A/S Thisted;Nordre Kåstrupvej 3;7700.0;Thisted;True;52170715.0;;01/10 - 2019;;;;14610;Avl af smågrise;57,03041;8,71552
39377195;1023396897;True;Bovbjerg Genetics A/S;Bråvej 20;8781.0;Stenderup;True;;;28/02 - 2018;;5-9;;14610;Avl af smågrise;55,78332;9,81187
40648909;1024860260;True;Agerbo Agro ApS;Stenderupvej 30;6100.0;Haderslev;False;;niels@agerboagro.dk;08/07 - 2019;;;;14610;Avl af smågrise;55,2459;9,61518
40648909;1025368793;False;Agerbo Agro apS;Stenderupvej 23;6100.0;Haderslev;True;40756699.0;Niels@agerboagro.dk;01/08 - 2019;;5-9;Stenderupvej 30;14610;Avl af smågrise;55,24756;9,60987
29806071;1012889158;True;ENGHAVEGAARD ApS;Smidstrupvej 19;5400.0;Bogense;False;;;22/12 - 2006;;5-9;;14610;Avl af smågrise;55,544369;10,1297759
26397626;1008863837;True;PH-AGRO ApS;Gultvedholm 1;5772.0;Kværndrup;False;;;03/01 - 2002;;2-4;Nordtop og Jørgensen;14610;Avl af smågrise;55,20045;10,52293
41297786;1025747816;False;Brokær Svineproduktion ApS;Villumstrupvej 7;5853.0;Ørbæk;True;40338526.0;brokaer@dtl-as.dk;15/04 - 2020;;5-9;So-stalden;14610;Avl af smågrise;55,28496;10,64807
41297786;1025741427;True;Brokær Svineproduktion ApS;Industrivej 44;6330.0;Padborg;True;40338526.0;;15/04 - 2020;;;;14610;Avl af smågrise;54,83774;9,34229
41297786;1025747794;False;Brokær Svineproduktion ApS;Villumstrupvej 5;5853.0;Ørbæk;True;40338526.0;brokaer@dtl-as.dk;15/04 - 2020;;;Smågrisestald;14610;Avl af smågrise;55,28153;10,65166
20786639;1006215415;False;NÆSGÅRD MULTISITE A/S; 135;9999.0;Ukendt;False;;;16/03 - 1998;31/03 - 1998;;;980000;Uoplyst;56,03481674194336;9,319071769714355
20786639;1004505130;True;NÆSGÅRD MULTISITE A/S;Bringserevej 2E;4850.0;Stubbekøbing;False;29205717.0;aa@dpl-invest.dk;16/03 - 1998;;5-9;;14610;Avl af smågrise;54,86748;12,1134
24245543;1006444405;False;JARLFONDEN;Sæbyvej;4291.0;Ruds Vedby;False;;;16/10 - 1999;19/10 - 1999;;;12110;Malkekvæghold;55,57727;11,31691
24245543;1003096412;False;STRØDAM NATURRESERVAT;Gadevangsvej 109A;3400.0;Hillerød;False;48240705.0;;01/01 - 1990;;0;;910400;Botaniske og zoologiske haver samt naturreservater;55,95843;12,27637
24245543;1003096400;True;JARLFONDEN;Sæbyvej 60;4291.0;Ruds Vedby;False;58200521.0;ft@frihedslund.dk;01/07 - 1969;;10-19;;14610;Avl af smågrise;55,56453;11,32977
27720188;1010545702;False;MARSLUND A/S;Langergårdvej 8;7600.0;Struer;False;;;03/05 - 2004;03/05 - 2004;;;12300;Dyrkning af citrusfrugter;56,51303;8,52469
27720188;1000586905;True;MARSLUND A/S;Langergårdvej 8;7600.0;Struer;False;97861242.0;;15/07 - 1988;;0;;14610;Avl af smågrise;56,51303;8,52469
38444883;1022219428;True;Åmose Grisen P/S;Jyderupvej 62;4291.0;Ruds Vedby;False;;;24/02 - 2017;;;;14610;Avl af smågrise;55,53527;11,39328
17983237;1001404550;True;GRÆNGEGÅRDENS LANDBRUGSINVEST A/S;Grænge Skovvej 89B;4891.0;Toreby L;False;25180390.0;jb@fjeldbrogaard.dk;15/06 - 1994;;0;John Brædder;14610;Avl af smågrise;54,77522;11,76365
28656505;1015463933;False;NØRDAL PRODUKTION ApS;Bækvej 65;8700.0;Horsens;False;;;25/08 - 2009;06/06 - 2018;0;;14620;Produktion af slagtesvin;55,9045;9,76736
28656505;1015463941;False;NØRDAL PRODUKTION ApS;Annasmindevej 26;8700.0;Horsens;False;;;25/08 - 2009;15/07 - 2015;0;;14620;Produktion af slagtesvin;55,84091;9,7412
28656505;1012392725;True;NØRDAL PRODUKTION ApS;Underupvej 8;8740.0;Brædstrup;False;75671911.0;ln@noerdal.dk;03/07 - 2006;;0;;14610;Avl af smågrise;55,93219;9,72239
28656505;1024736438;False;Møballegård;Gl Kattrupvej 23;8732.0;Hovedgård;True;75671911.0;info@noerdal.dk;01/05 - 2019;;;;14610;Avl af smågrise;55,95;9,90465
41469633;1025972801;False;Tybjerggaard Breeding A/S;Tybjergvej 20;4160.0;Herlufmagle;False;;;25/06 - 2020;;-;;14610;Avl af smågrise;55,34808;11,80735
21532983;1005002450;True;SG DPL A/S;Reersnæs Kirkevej 346;4941.0;Bandholm;False;29205713.0;aa@dpl-invest.dk;01/01 - 1999;;0;;14610;Avl af smågrise;54,83296;11,43938
20006048;1008966199;False;KONGSDAL MULTISITE A/S;Tømmerupvej 48;;;False;;;27/02 - 2002;27/02 - 2002;;;12300;Dyrkning af citrusfrugter;55,610985;12,617622
20006048;1023648012;False;Kongsdal Multisite A/S;Øvej 26;4340.0;Tølløse;True;59170011.0;kontor@kongsdal.dk;30/04 - 2018;;;;14610;Avl af smågrise;55,59608;11,56092
20006048;1023638394;False;Kongsdal Multisite A/S;Tømmerupvej 40;4440.0;Mørkøv;True;59170011.0;kontor@kongsdal.dk;30/04 - 2018;;;;14610;Avl af smågrise;55,60458;11,52168
20006048;1023638408;False;Kongsdal Multisite A/S;Mørkøvvej 7B;4340.0;Tølløse;True;59170011.0;kontor@kongsdal.dk;30/04 - 2018;;;;14610;Avl af smågrise;55,60688;11,56856
20006048;1004097552;True;KONGSDAL MULTISITE A/S;Tømmerupvej 48B;4440.0;Mørkøv;True;59170011.0;kontor@kongsdal.dk;17/04 - 1997;;5-9;;14610;Avl af smågrise;55,60537;11,54144
33782632;1016986840;True;INVESTERINGSSELSKABET AF 15. JULI 2011 ApS;Gråhedevej 4;6880.0;Tarm;False;;;07/07 - 2011;;5-9;Jacob Øe Madsen;14610;Avl af smågrise;55,87525;8,57609
36076992;1019659824;True;NØRKJÆR LANDBRUG ApS;Rettrup Kærvej 21;7800.0;Skive;False;97534080.0;info@noerkjaer-landbrug.dk;01/09 - 2014;;10-19;Jan Have;14610;Avl af smågrise;56,54647;8,89582
26833876;1009393443;True;SØVANG SVINEPRODUKTION A/S;Søbyvej 40;7840.0;Højslev;False;;;01/10 - 2002;;20-49;;14610;Avl af smågrise;56,54306;9,10525
41331577;1025789055;True;Grydholt Gris ApS;Grydholtvej 9;7500.0;Holstebro;True;40947876.0;Gris@grydholt.com;30/04 - 2020;;2-4;;14610;Avl af smågrise;56,34826;8,72642
38139290;1021876379;True;Moutrup A/S;Blidstrupvej 3;7990.0;Øster Assels;False;;;25/10 - 2016;;10-19;Christoffer Østlund Hensberg;14610;Avl af smågrise;56,71128;8,69742
28864353;1011522579;False;RUBENLUND AGRO A/S;Korsvej 3;5953.0;Tranekær;False;;;01/07 - 2005;01/07 - 2005;;;13000;Planteformering;55,02511;10,85431
28864353;1000249965;True;RUBENLUND AGRO A/S;Korsvej 3;5953.0;Tranekær;False;62591285.0;kontor@rubenlundagro.dk;03/07 - 1967;;20-49;;14610;Avl af smågrise;55,02511;10,85431
36956364;1020557008;True;Højsgaard Økologi ApS;Karupvej 15;7540.0;Haderup;False;;;01/07 - 2015;;2-4;;14610;Avl af smågrise;56,38413;9,04303
37307262;1020986286;True;Grove Højgaard ApS;Posthusvej 24;7860.0;Spøttrup;False;;tina-grove@hotmail.com;16/12 - 2015;18/06 - 2020;2-4;Tina Grove Stampe;14610;Avl af smågrise;56,61062;8,88469
37307262;1022886041;False;Grove Højgaard aps;Sønder Andrup 15;7860.0;Spøttrup;False;22819073.0;tina-grove@otmail.com;11/09 - 2017;18/06 - 2020;;tina grove;14610;Avl af smågrise;56,61517;8,83512
28097166;1010732243;True;JE&amp;P A/S;Tofthøjvej 6;7300.0;Jelling;False;;;24/08 - 2004;;2-4;Per Rasmussen;14610;Avl af smågrise;55,76825;9,37552
14277587;1000713065;True;BAKKEGAARD SVINEPRODUKTION ApS;Agervej 73;4220.0;Korsør;False;;;01/01 - 1990;;5-9;;14610;Avl af smågrise;55,36457;11,20964
26817935;1009373566;True;EDELSLUND A/S;Lindå Møllevej 14;8541.0;Skødstrup;False;86999411.0;;08/10 - 2002;;5-9;Erik M. Bredholt;14610;Avl af smågrise;56,29699;10,24474
36686952;1020247084;True;Eastpig ApS;Bjørumsletvej 27;9670.0;Løgstør;False;;lk@kornum-farm.dk;19/03 - 2015;;0;;14610;Avl af smågrise;56,95035;9,32373
34072515;1017539961;False;Hougaard;Brøndum Kirkevej 22A;7860.0;Spøttrup;True;20584281.0;ps@gronhojproduktion.dk;13/03 - 2012;;5-9;;14610;Avl af smågrise;56,59138;8,91851
34072515;1017307408;True;GOUL 2011 ApS;Dalgårdvej 11;7860.0;Spøttrup;True;40182930.0;eg@gronhojproduktion.dk;30/11 - 2011;;5-9;;14610;Avl af smågrise;56,59236;8,90531
40639713;1024848503;True;Hedegaard Svineproduktion 2019 P/S;Vesterlundvej 91C;8600.0;Silkeborg;True;;;01/07 - 2019;;1;;14610;Avl af smågrise;56,12943;9,54359
